DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
10/20/17,7:00,,,40.704033,-73.81711,"(40.704033, -73.81711)",VANWYCK EXPRESSWAY              ,,,0,0,0,0,0,0,0,0,Turning Improperly,Turning Improperly,,,,3774980,TK,PICK-UP TRUCK,,,
10/20/17,7:00,,,40.828022,-73.84604,"(40.828022, -73.84604)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3773286,DP,PASSENGER VEHICLE,,,
10/20/17,7:05,BROOKLYN,11226,40.64967,-73.95237,"(40.64967, -73.95237)",ROGERS AVENUE                   ,ERASMUS STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3773672,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/20/17,7:06,QUEENS,11367,40.739216,-73.81496,"(40.739216, -73.81496)",,,154-01    HORACE HARDING EXPRESSWAY     ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3773071,SPORT UTILITY / STATION WAGON,FB,,,
10/20/17,7:10,BROOKLYN,11207,40.674683,-73.8946,"(40.674683, -73.8946)",VERMONT STREET                  ,LIBERTY AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3773141,BU,PASSENGER VEHICLE,,,
10/20/17,7:20,BROOKLYN,11210,40.638603,-73.94827,"(40.638603, -73.94827)",NOSTRAND AVENUE                 ,FOSTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3773667,PASSENGER VEHICLE,,,,
10/20/17,7:22,QUEENS,11423,40.7135,-73.75607,"(40.7135, -73.75607)",JAMAICA AVENUE                  ,204 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3774607,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/20/17,7:30,,,40.66531,-73.890305,"(40.66531, -73.890305)",LIVONIA AVENUE                  ,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,Unspecified,,3775231,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
10/20/17,7:40,,,40.607975,-73.98055,"(40.607975, -73.98055)",AVENUE P                        ,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,3773098,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/20/17,7:45,BRONX,10454,40.80556,-73.914505,"(40.80556, -73.914505)",CYPRESS AVENUE                  ,EAST 138 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3774753,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/20/17,7:45,QUEENS,11377,,,,61 STREET                       ,BROADWAY,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,3773238,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/20/17,7:45,,,40.763695,-73.81911,"(40.763695, -73.81911)",38 AVENUE                       ,,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3773144,SPORT UTILITY / STATION WAGON,TK,,,
10/20/17,7:45,,,40.703163,-73.81662,"(40.703163, -73.81662)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3774613,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/20/17,7:45,QUEENS,11103,40.768234,-73.90709,"(40.768234, -73.90709)",ASTORIA BOULEVARD               ,44 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3773035,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/20/17,7:50,,,40.666706,-73.82094,"(40.666706, -73.82094)",150 AVENUE                      ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3773334,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/20/17,7:50,,,40.854874,-73.916794,"(40.854874, -73.916794)",WEST BURNSIDE AVENUE            ,SEDGWICK AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3773582,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
10/20/17,7:50,,,40.826275,-73.85971,"(40.826275, -73.85971)",WHITE PLAINS ROAD               ,BRUCKNER BOULEVARD,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3773319,SPORT UTILITY / STATION WAGON,,,,
10/20/17,7:52,,,40.73696,-73.98451,"(40.73696, -73.98451)",3 AVENUE                        ,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3774432,PICK-UP TRUCK,PICK-UP TRUCK,,,
10/20/17,7:55,QUEENS,11422,40.657265,-73.743004,"(40.657265, -73.743004)",147 AVENUE                      ,EDGEWOOD AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3773431,PASSENGER VEHICLE,,,,
10/20/17,8:00,BRONX,10468,40.862747,-73.90494,"(40.862747, -73.90494)",UNIVERSITY AVENUE               ,WEST FORDHAM ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Following Too Closely,,,,3773397,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/20/17,8:00,BROOKLYN,11209,40.61283,-74.03365,"(40.61283, -74.03365)",4 AVENUE                        ,100 STREET,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3773796,ST,PASSENGER VEHICLE,,,
10/20/17,8:00,BROOKLYN,11209,40.62569,-74.03016,"(40.62569, -74.03016)",83 STREET                       ,3 AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Driver Inattention/Distraction,,,,3773340,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/20/17,8:00,MANHATTAN,10035,40.807896,-73.93909,"(40.807896, -73.93909)",,,2024      MADISON AVENUE                ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3773274,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/20/17,8:00,,,40.87626,-73.90395,"(40.87626, -73.90395)",WEST 230 STREET                 ,BAILEY AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3773226,TAXI,PASSENGER VEHICLE,,,
10/20/17,8:00,BROOKLYN,11216,40.671787,-73.95311,"(40.671787, -73.95311)",ROGERS AVENUE                   ,SAINT JOHNS PLACE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3774536,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/20/17,8:00,QUEENS,11417,40.680607,-73.84302,"(40.680607, -73.84302)",,,96-12     LIBERTY AVENUE                ,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3773200,SPORT UTILITY / STATION WAGON,,,,
10/20/17,8:00,,,40.81334,-73.941414,"(40.81334, -73.941414)",LENOX AVENUE                    ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3774818,SPORT UTILITY / STATION WAGON,,,,
10/20/17,8:00,QUEENS,11419,40.684643,-73.82236,"(40.684643, -73.82236)",120 STREET                      ,107 AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,Unspecified,,,3773204,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
10/20/17,8:00,,,,,,EAST FORDHAM ROAD               ,ROUTE 5 EXTENSION SOUTH,,2,0,0,0,0,0,2,0,Other Vehicular,Aggressive Driving/Road Rage,,,,3773452,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/20/17,8:05,QUEENS,11432,40.707714,-73.802795,"(40.707714, -73.802795)",HILLSIDE AVENUE                 ,PARSONS BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3773355,SPORT UTILITY / STATION WAGON,FB,,,
10/20/17,8:10,,,40.818764,-73.9598,"(40.818764, -73.9598)",12 AVENUE                       ,,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,3774159,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/20/17,8:15,MANHATTAN,10002,40.718143,-73.993835,"(40.718143, -73.993835)",GRAND STREET                    ,CHRYSTIE STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3774897,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/20/17,8:15,MANHATTAN,10002,40.720116,-73.98923,"(40.720116, -73.98923)",,,143       ORCHARD STREET                ,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,3773349,TK,,,,
10/20/17,8:15,,,,,,MOSHOLU PARKWAY                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3773414,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/20/17,8:15,MANHATTAN,10001,40.7448,-73.991425,"(40.7448, -73.991425)",AVENUE OF THE AMERICAS          ,WEST 26 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3774242,TK,TAXI,,,
10/20/17,8:15,,,40.68729,-73.87184,"(40.68729, -73.87184)",ETNA STREET                     ,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3775217,PASSENGER VEHICLE,BICYCLE,,,
10/20/17,8:20,BRONX,10454,40.812893,-73.92013,"(40.812893, -73.92013)",EAST 144 STREET                 ,WILLIS AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3774777,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/20/17,8:20,BRONX,10466,40.895596,-73.85617,"(40.895596, -73.85617)",EAST 236 STREET                 ,WHITE PLAINS ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3773365,BU,PASSENGER VEHICLE,,,
10/20/17,8:20,QUEENS,11373,40.741306,-73.88548,"(40.741306, -73.88548)",,,79-14     45 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inexperience,Unsafe Speed,,,,3774483,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/20/17,8:20,QUEENS,11417,40.678185,-73.84098,"(40.678185, -73.84098)",109 AVENUE                      ,97 STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,3773199,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
10/20/17,8:20,,,40.8498,-73.897125,"(40.8498, -73.897125)",EAST 179 STREET                 ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3773102,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/20/17,8:20,,,40.71303,-73.78229,"(40.71303, -73.78229)",HILLSIDE AVENUE                 ,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3773453,BU,,,,
10/20/17,8:20,,,40.856407,-73.90509,"(40.856407, -73.90509)",CLINTON PLACE                   ,,,1,0,0,0,0,0,1,0,Reaction to Other Uninvolved Vehicle,Following Too Closely,,,,3773581,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/20/17,8:24,,,40.64844,-73.88242,"(40.64844, -73.88242)",TWIN PINES DRIVE                ,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3775005,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/20/17,8:25,BRONX,10468,40.877365,-73.88533,"(40.877365, -73.88533)",VANCORTLANDT AVENUE EAST        ,GRAND CONCOURSE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3773451,SPORT UTILITY / STATION WAGON,TAXI,,,
10/20/17,8:25,STATEN ISLAND,10306,40.56712,-74.10307,"(40.56712, -74.10307)",NEW DORP LANE                   ,WINHAM AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,,,3774140,PASSENGER VEHICLE,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,
10/20/17,8:25,,,40.62368,-73.99772,"(40.62368, -73.99772)",65 STREET                       ,,,1,0,1,0,0,0,0,0,Unspecified,,,,,3773186,SPORT UTILITY / STATION WAGON,,,,
10/20/17,8:29,QUEENS,11372,40.756046,-73.88073,"(40.756046, -73.88073)",NORTHERN BOULEVARD              ,87 STREET,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,3775188,TK,PASSENGER VEHICLE,,,
10/20/17,8:30,BRONX,10455,40.812855,-73.90725,"(40.812855, -73.90725)",WALES AVENUE                    ,EAST 149 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3774769,PASSENGER VEHICLE,TK,,,
10/20/17,8:30,BROOKLYN,11206,40.70175,-73.94115,"(40.70175, -73.94115)",,,47        DEBEVOISE STREET              ,0,0,0,0,0,0,0,0,Unspecified,,,,,3774214,PASSENGER VEHICLE,,,,
10/20/17,8:30,BROOKLYN,11212,40.66563,-73.91361,"(40.66563, -73.91361)",,,199       AMBOY STREET                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3773009,PASSENGER VEHICLE,,,,
10/20/17,8:30,MANHATTAN,10005,40.70543,-74.007065,"(40.70543, -74.007065)",,,126       WATER STREET                  ,0,0,0,0,0,0,0,0,Following Too Closely,Other Vehicular,,,,3774466,PASSENGER VEHICLE,PICK-UP TRUCK,,,
10/20/17,8:30,QUEENS,11429,40.711628,-73.729385,"(40.711628, -73.729385)",HEMPSTEAD AVENUE                ,225 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3773426,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/20/17,8:30,,,40.725918,-73.89535,"(40.725918, -73.89535)",GRAND AVENUE                    ,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3773377,PASSENGER VEHICLE,TK,,,
10/20/17,8:30,,,40.64888,-73.97488,"(40.64888, -73.97488)",OCEAN PARKWAY                   ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3773212,PASSENGER VEHICLE,BU,,,
10/20/17,8:30,,,40.749607,-73.966835,"(40.749607, -73.966835)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,3773346,TAXI,TAXI,,,
10/20/17,8:30,,,40.756096,-73.74655,"(40.756096, -73.74655)",,,,0,0,0,0,0,0,0,0,Aggressive Driving/Road Rage,Following Too Closely,,,,3773129,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/20/17,8:30,,,40.82733,-73.8498,"(40.82733, -73.8498)",,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3773118,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/20/17,8:30,BROOKLYN,11206,40.70168,-73.952156,"(40.70168, -73.952156)",,,394       MARCY AVENUE                  ,1,0,1,0,0,0,0,0,Reaction to Other Uninvolved Vehicle,,,,,3773953,PICK-UP TRUCK,,,,
10/20/17,8:30,QUEENS,11365,40.72878,-73.81108,"(40.72878, -73.81108)",,,71-50     PARSONS BOULEVARD             ,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3773353,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/20/17,8:35,BROOKLYN,11212,40.654312,-73.90974,"(40.654312, -73.90974)",LINDEN BOULEVARD                ,BOYLAND STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3773313,CB,SPORT UTILITY / STATION WAGON,,,
10/20/17,8:40,BROOKLYN,11207,40.683502,-73.91152,"(40.683502, -73.91152)",COOPER STREET                   ,BROADWAY,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,3773976,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/20/17,8:40,QUEENS,11377,40.75,-73.89924,"(40.75, -73.89924)",BROADWAY                        ,63 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3773229,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/20/17,8:40,QUEENS,11423,40.711147,-73.75575,"(40.711147, -73.75575)",,,100-19    204 STREET                    ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3778974,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/20/17,8:41,,,40.759686,-73.77183,"(40.759686, -73.77183)",211 STREET                      ,NORTHERN BOULEVARD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3773131,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/20/17,8:44,STATEN ISLAND,10304,40.609955,-74.09522,"(40.609955, -74.09522)",,,14        EMERSON DRIVE                 ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3773625,SPORT UTILITY / STATION WAGON,,,,
10/20/17,9:50,BROOKLYN,11209,40.61987,-74.02632,"(40.61987, -74.02632)",88 STREET                       ,GELSTON AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,3773799,TK,,,,
10/20/17,8:45,,,40.734863,-73.93848,"(40.734863, -73.93848)",REVIEW AVENUE                   ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3773231,DP,SPORT UTILITY / STATION WAGON,,,
10/20/17,8:45,,,40.722576,-73.94049,"(40.722576, -73.94049)",,,,1,0,0,0,0,0,1,0,Following Too Closely,Fell Asleep,Unspecified,,,3773527,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
10/20/17,8:50,MANHATTAN,10024,40.783146,-73.97833,"(40.783146, -73.97833)",WEST 79 STREET                  ,AMSTERDAM AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,3773236,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/20/17,8:50,MANHATTAN,10016,40.74639,-73.977646,"(40.74639, -73.977646)",EAST 35 STREET                  ,3 AVENUE,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,3773533,TK,PASSENGER VEHICLE,,,
10/20/17,8:55,,,40.589977,-73.99313,"(40.589977, -73.99313)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3773156,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/20/17,8:55,,,40.739574,-73.79167,"(40.739574, -73.79167)",,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3773247,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
10/20/17,8:55,,,40.83045,-73.8509,"(40.83045, -73.8509)",,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,3773117,DS,DS,,,
10/20/17,8:57,MANHATTAN,10029,40.78848,-73.95114,"(40.78848, -73.95114)",EAST 99 STREET                  ,PARK AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,3773631,TAXI,,,,
10/20/17,9:00,BROOKLYN,11226,40.654625,-73.96252,"(40.654625, -73.96252)",,,170       PARKSIDE AVENUE               ,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,3774289,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/20/17,9:00,MANHATTAN,10011,40.74044,-73.9946,"(40.74044, -73.9946)",AVENUE OF THE AMERICAS          ,WEST 19 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3773015,FB,VN,,,
10/20/17,9:00,QUEENS,11106,40.761223,-73.9238,"(40.761223, -73.9238)",33 STREET                       ,BROADWAY,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3773033,PASSENGER VEHICLE,,,,
10/20/17,9:00,QUEENS,11414,40.668556,-73.84714,"(40.668556, -73.84714)",88 STREET                       ,151 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3773201,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/20/17,9:00,QUEENS,11421,40.691196,-73.85579,"(40.691196, -73.85579)",88 AVENUE                       ,88 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3773099,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/20/17,9:00,QUEENS,11691,40.603313,-73.76361,"(40.603313, -73.76361)",,,25-15     BESSEMUND AVENUE              ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3773064,PASSENGER VEHICLE,,,,
10/20/17,9:00,,,40.843994,-73.89752,"(40.843994, -73.89752)",CROSS BRONX EXPRESSWAY          ,3 AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3773545,CONV,TK,,,
10/20/17,9:00,,,40.71671,-73.93664,"(40.71671, -73.93664)",MASPETH AVENUE                  ,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,3773262,PASSENGER VEHICLE,VN,,,
10/20/17,9:00,,,40.75837,-201.23706,"(40.75837, -201.23706)",,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3773254,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/20/17,9:00,STATEN ISLAND,10301,40.63732,-74.08056,"(40.63732, -74.08056)",VICTORY BOULEVARD               ,BROOK STREET,,2,0,2,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,3774605,PASSENGER VEHICLE,,,,
10/20/17,9:05,QUEENS,11378,40.73111,-73.903404,"(40.73111, -73.903404)",,,61-50     MAURICE AVENUE                ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3775666,PASSENGER VEHICLE,,,,
10/20/17,9:05,QUEENS,11434,40.68409,-73.77032,"(40.68409, -73.77032)",,,120-02    MERRICK BOULEVARD             ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3781441,PASSENGER VEHICLE,,,,
10/20/17,9:05,BROOKLYN,11228,40.610954,-74.00877,"(40.610954, -74.00877)",86 STREET                       ,BAY 10 STREET,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,Unspecified,,,3773184,CONV,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
10/20/17,9:07,BROOKLYN,11204,40.630157,-73.97844,"(40.630157, -73.97844)",,,4522      18 AVENUE                     ,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3775165,SPORT UTILITY / STATION WAGON,LL,,,
10/20/17,9:10,QUEENS,11369,40.768524,-73.87249,"(40.768524, -73.87249)",98 STREET                       ,23 AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,3775189,PASSENGER VEHICLE,,,,
10/20/17,9:15,BROOKLYN,11233,40.68028,-73.93045,"(40.68028, -73.93045)",,,90        CHAUNCEY STREET               ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3773062,BU,PICK-UP TRUCK,,,
10/20/17,9:50,BROOKLYN,11226,40.64677,-73.95206,"(40.64677, -73.95206)",ROGERS AVENUE                   ,TILDEN AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Other Vehicular,,,,3773674,PICK-UP TRUCK,PASSENGER VEHICLE,,,
10/20/17,9:15,QUEENS,11366,40.727802,-73.80516,"(40.727802, -73.80516)",73 AVENUE                       ,164 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3773326,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,
10/20/17,9:15,,,40.67903,-73.77843,"(40.67903, -73.77843)",BAISLEY BOULEVARD               ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3773508,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/20/17,9:15,,,,,,SHORE PARKWAY                   ,SHELL ROAD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3774754,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/20/17,9:15,,,40.59141,-74.15324,"(40.59141, -74.15324)",,,1086      ROCKLAND AVENUE               ,0,0,0,0,0,0,0,0,Driverless/Runaway Vehicle,Unspecified,,,,3774022,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
10/20/17,9:20,MANHATTAN,10022,40.75928,-73.959274,"(40.75928, -73.959274)",YORK AVENUE                     ,EAST 60 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3773049,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
10/20/17,9:20,QUEENS,11423,40.72921,-73.781166,"(40.72921, -73.781166)",UNION TURNPIKE                  ,188 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3773345,PICK-UP TRUCK,SPORT UTILITY / STATION WAGON,,,
10/20/17,9:25,QUEENS,11373,40.738934,-73.88012,"(40.738934, -73.88012)",POYER STREET                    ,SAINT JAMES AVENUE,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,3774491,PASSENGER VEHICLE,BU,,,
10/20/17,9:30,QUEENS,11415,40.703655,-73.822464,"(40.703655, -73.822464)",HILLSIDE AVENUE                 ,130 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3773123,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
10/20/17,9:30,STATEN ISLAND,10305,40.598557,-74.081764,"(40.598557, -74.081764)",HYLAN BOULEVARD                 ,NORWAY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3773757,PASSENGER VEHICLE,BU,,,
10/20/17,9:30,,,40.758644,-73.981346,"(40.758644, -73.981346)",WEST 48 STREET                  ,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Other Vehicular,,,,3773173,TAXI,SPORT UTILITY / STATION WAGON,,,
10/20/17,9:30,BRONX,10468,40.868965,-73.90285,"(40.868965, -73.90285)",,,131       WEST KINGSBRIDGE ROAD         ,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,3773227,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/20/17,9:30,QUEENS,11361,40.76802,-73.7733,"(40.76802, -73.7733)",36 AVENUE                       ,BELL BOULEVARD,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,3773130,SPORT UTILITY / STATION WAGON,,,,
10/20/17,9:31,BROOKLYN,11216,40.675205,-73.950005,"(40.675205, -73.950005)",SAINT MARKS AVENUE              ,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,3777209,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
10/20/17,9:35,BROOKLYN,11231,40.677628,-73.9982,"(40.677628, -73.9982)",,,476       COURT STREET                  ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3773252,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
